Make_model,version,Power,Range,Fuel,Gears,Doors,Seats,drive,Body,Deposit,MonthlyAmount,AnnualMileage,Duration,Services_included,URL,PICTURE_URL,offre,DateTime
Volkswagen ID.7 Stv,4motion GTX Tourer,,,Electric,Automatic,5,5,4x4,Stationwagon,100.000 kr,8.210 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208476/volkswagen-id.7-stv/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Ffug3czxh3a2g34x.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,7.890 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7twopkalhfwfg0m.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,8.200 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fazoxtx4dg0ok0an.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,8.200 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fb2ve2f9mvklbmcq.png,,09/03/2026 17:22:35
BMW i4,M60,601,,Electric,Automatic,5,5,,Hatchback,100.000 kr,8.750 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208479/bmw-i4/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fa99xffwivdcngv6.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,8.330 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fbwb4q00mc8hg57z.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,8.620 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fllbnzpe4go8jbtt.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,8.620 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fdcm1bbmte5v5ve2.png,,09/03/2026 17:22:35
Audi Q4 Sportback e-tron,Quattro Edition Pro,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,9.150 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208484/audi-q4-sportback-e-tron/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Frfu8mkkedt1okft.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,9.260 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fiq64338t6mhf5om.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,9.570 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F4j36qc9s5x3yktz.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,9.570 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F876zmsirkrfafnj.png,,09/03/2026 17:22:35
Zeekr 7x,100kwh Privilege AWD,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,10.130 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208493/zeekr-7x/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fk5gm7q5rhf1zvu8.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,11.030 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F8mmc8qcqilna5iw.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,11.390 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F27vac07a8lh2l28.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,11.390 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fbd3mwu5s9xev3nn.png,,09/03/2026 17:22:35
Audi Q6,E-Tron QUATTRO S-Line Plus,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,12.040 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208492/audi-q6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fdfiy7fx1qm576wi.png,,09/03/2026 17:22:35
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,18.840 kr,15 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/136548/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fqyxgpobnbuxscnf.png,,09/03/2026 17:22:35
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,20.095 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/136548/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F79e3looaspsro9w.png,,09/03/2026 17:22:35
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,20.095 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/136548/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fmehpl5n3wrk04ff.png,,09/03/2026 17:22:35
Maserati Grecale Folgore,,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,21.370 kr,25 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/136548/maserati-grecale-folgore/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fuxz2l66txledcbc.png,,09/03/2026 17:22:35
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,6.860 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F7mjj2icpggrbwwq.png,Van,09/03/2026 17:22:35
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,6.860 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fl1k3diskl81kv4v.png,Van,09/03/2026 17:22:35
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,6.860 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fhx3eryb60auf8dz.png,Van,09/03/2026 17:22:35
Volkswagen Id Buzz,Cargo,,423,Electric,Automatic,3,3,,Van,100.000 kr,8.110 kr,30 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121748/volkswagen-id-buzz/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fyao022m1jvtaxrg.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,5.240 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F210bz8mzcckrxth.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,5.240 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fo756vycx1975wpa.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,5.240 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fkibsmw7l1r33yk8.png,Van,09/03/2026 17:22:35
Toyota Proace,75 kwh Comfort,,330,Electric,Automatic,4,4,,Van,100.000 kr,7.960 kr,30 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121729/toyota-proace/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Flepdsntc9d9yy1e.png,Van,09/03/2026 17:22:35
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,4.720 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fmo07ugdcgiyoyb9.png,Van,09/03/2026 17:22:35
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,4.720 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fz4fu4gp2u2q4hl5.png,Van,09/03/2026 17:22:35
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,4.720 kr,20 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F4oxeu19k3qsbvdp.png,Van,09/03/2026 17:22:35
Toyota Proace City,50 kwh Comfort Plus,,274,Electric,Automatic,3,3,,Van,100.000 kr,5.900 kr,30 000 km,48 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/121771/toyota-proace-city/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fggp02izz2xx0eyg.png,Van,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.240 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F00tv08uoulk5dwt.png,,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.440 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fvryxldgm69iza10.png,,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.440 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F675og0eukmza4k6.png,,09/03/2026 17:22:35
Mazda 6 E,Takumi Long Range,,,Electric,Automatic,,,,Sedan,100.000 kr,3.799 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208483/mazda-6-e/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fcqbz7xjvnm3e69j.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,3.540 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fa5gmbah32dbusky.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,3.730 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fz3c9eipt0i2k8z6.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,3.730 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fjp6ufdj7sq1ypra.png,,09/03/2026 17:22:35
MG S5,Luxury,,465,Electric,Automatic,,,Rear,SUV,100.000 kr,4.120 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208516/mg-s5/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F4ukdgbk62djc645.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.119 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F9vj2crzwthd3hfw.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.380 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fvy13k2pafaz71xq.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.380 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F71619z9ilnfheqc.png,,09/03/2026 17:22:35
XPENG G6,AWD Performance Long Range,,,Electric,Automatic,5,5,4x4,SUV,100.000 kr,4.845 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208201/xpeng-g6/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F9ytx9wfhaaix6mm.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,4.429 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fe3fi3yckxjcv7xw.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,4.749 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2Fgbhfch13u4wphkr.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,4.749 kr,20 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F8vgl7s90ah3n09m.png,,09/03/2026 17:22:35
Polestar 2,LRDM,421,,Electric,Automatic,5,5,,Hatchback,100.000 kr,5.249 kr,25 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208202/polestar-2/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F9k9q9f9b9d1bgvj.png,,09/03/2026 17:22:35
Ford Explorer,Premium 77kWh Extended Range RWD,,,Electric,Automatic,5,5,Rear,SUV,100.000 kr,5.270 kr,15 000 km,36 mo,"What's included in the price?
Service & maintenance
We have a wide range of suppliers throughout Norway.
Winter tyres
Winter tyres are included.
Delivery within Oslo
Delivery within Oslo is included in the price, for other areas in Norway a delivery fee may apply.
Show less",https://www.ayvens.com/en-no/business-lease/offer/208482/ford-explorer/,https://data-norway.s3.eu-west-3.amazonaws.com/AYVENS%2Fscreenshots%2F8f0ww3ziwz5bfy7.png,,09/03/2026 17:22:35
